"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"C1orf116" 5909.78431892211 -1.75984404495875 0.34473958045197 -5.10485057344304 3.31056004516742e-07 7.09050400905831e-06
"FAM177B" 56.2385965608505 1.99771432251419 0.392153274635044 5.09421813288019 3.5018339633357e-07 7.47073686205144e-06
"DEGS1" 12410.705482324 -1.09562004471456 0.0898930361303851 -12.1880413864921 3.5996910405128e-34 1.35305529658513e-31
"ZNF678" 1267.49408368447 1.10078326806488 0.107983895561187 10.1939577410517 2.10995501816137e-24 4.1637324839642e-22
"WNT9A" 177.556126784783 1.10035641003417 0.309847597403704 3.55128269269909 0.00038335841749394 0.00336039940975949
"RHOU" 3049.21734827873 -1.49461895827019 0.566548394497212 -2.63811348295603 0.00833686777425172 0.0414532697801927
"FAM89A" 181.465152638218 1.11642807678616 0.19699241591905 5.6673657794264 1.45009565384461e-08 4.01625615565699e-07
"GPR137B" 1531.13294684779 1.65685925042458 0.170399931416017 9.72335632213076 2.39745972412978e-22 3.47235749218687e-20
"FAM110C" 107.134855196777 1.1107437138085 0.358435370472671 3.09886748158743 0.00194261889457602 0.012910227180589
"MBOAT2" 5379.55273992614 -1.59477972934489 0.194284423126824 -8.20847962836346 2.24006805163137e-16 2.03241116845428e-14
"GREB1" 1293.04603827574 -1.57671187971844 0.2583030901016 -6.10411543701728 1.03371557635927e-09 3.66725119190648e-08
"LRATD1" 122.338170854495 2.07213229262407 0.374031021176846 5.54000116381882 3.02469636568409e-08 7.87968341997602e-07
"SLC30A3" 25.5332593974234 2.44207807366115 0.632171585177375 3.86299879798608 0.000112003559169355 0.00121026706954593
"CAPN14" 16.9138079490931 -2.41288200095184 0.656803216008207 -3.67367567962958 0.000239086162165223 0.00229589613266568
"MEIS1" 154.17107699584 -1.12375093476822 0.387873449471867 -2.8972102532368 0.00376497338398426 0.0219165320106783
"ATOH8" 207.019683726331 1.63243961152216 0.247735996779652 6.58943243106542 4.41511107080953e-11 1.94154201879861e-09
"MGAT4A" 246.765111207832 1.12167889134088 0.244661289192405 4.58461939378885 4.54814143162484e-06 7.44828929264121e-05
"AFF3" 783.44175501732 -2.12749075822539 0.233297656088145 -9.1192118853589 7.56726063086579e-20 9.40664122673056e-18
"IL1RN" 353.150312544571 2.12007627832173 0.2602501487786 8.1463018879014 3.75222692196636e-16 3.32788800095971e-14
"TUBA3E" 25.1927507385434 -1.62033518630971 0.599877679757806 -2.70110931109139 0.00691086208311902 0.0355966417250301
"SLC38A11" 98.1220517399011 1.56060474725733 0.47000307283298 3.32041392378706 0.000898840719276437 0.00688166752435359
"STK39" 4893.15562229044 -1.50073105234331 0.281794765189989 -5.32561721411503 1.00610810688728e-07 2.37420458646181e-06
"ABCB11" 54.3401947703565 -1.47351198849666 0.543368271743556 -2.71181087509668 0.0066916760382623 0.0347276428718103
"CCDC141" 138.427059472554 -5.57620284593265 0.743177878550207 -7.50318733492272 6.22844380391066e-14 4.08001835403891e-12
"TMEFF2" 4149.28614049122 -1.91620234556259 0.129510323634619 -14.7957498042292 1.56035776832588e-49 1.64222453923738e-46
"HECW2" 98.603305133644 -1.89508235991325 0.440850570259868 -4.29869549402228 1.71806322102581e-05 0.000243038208515541
"ACADL" 10.262715226607 -3.84400248576977 1.09552610841052 -3.50881869109169 0.000450101627399603 0.00385762996295197
"IGFBP5" 24.8423059987923 1.51024378827853 0.482721374899933 3.12860351085881 0.00175639134691576 0.0119158359234032
"SPEG" 15.6790727232389 2.40903243397293 0.737570645472633 3.26617178809934 0.00109012095641822 0.00804569403411614
"AC053503.6" 12.1766027130594 1.96351046561913 0.695583219857476 2.8228260969571 0.00476023844653104 0.0263617735498739
"SPEGNB" 10.5103555786498 1.95563090514667 0.76077387525776 2.57058104746838 0.0101528067095582 0.0484236735721438
"ACSL3" 6680.87235303932 -1.08819859468225 0.165883746839363 -6.5600073269145 5.38051345262582e-11 2.35296858383944e-09
"UGT1A8" 88.6305870872334 1.74236370475703 0.455553948544449 3.82471430732649 0.000130923818289358 0.00138717739552624
"UGT1A10" 87.8042096167026 1.80207787153031 0.453630056287757 3.97257158460235 7.11008590575435e-05 0.000824133085125873
"UGT1A9" 86.6378213439377 1.80888918676075 0.454476261045114 3.98016209383748 6.88682931719267e-05 0.000801787422053988
"UGT1A7" 86.6378213439377 1.80888918676075 0.454476261045114 3.98016209383748 6.88682931719267e-05 0.000801787422053988
"UGT1A6" 84.9692215649755 1.77269907090023 0.467434622855612 3.79240001536602 0.000149198328424762 0.00155164295839375
"UGT1A5" 82.8035546246173 1.79001065670115 0.47731784707274 3.75014399247546 0.000176733055561721 0.00178977213539057
"UGT1A4" 82.4704496268534 1.78250018650494 0.483073813518783 3.68991267301561 0.000224331046508498 0.00217137598481279
"UGT1A3" 81.8035803476463 1.83522360225854 0.472543954596108 3.8837098314529 0.000102874670803832 0.00113018958105782
"UGT1A1" 63.8116875863378 2.16739436764023 0.591163443745299 3.66632001787655 0.000246065962104268 0.00234155716922247
