"baseMean.AR" "log2FoldChange.AR" "lfcSE.AR" "stat.AR" "pvalue.AR" "padj.AR" "baseMean.HOX" "log2FoldChange.HOX" "lfcSE.HOX" "stat.HOX" "pvalue.HOX" "padj.HOX"
"ELP6" 2216.36536577375 -0.464364941633293 0.110126617116595 -4.21664583723348 2.47962947394397e-05 0.000333440464268769 29.6084593710687 -0.139084725145134 0.270974069724121 -0.513276880281335 0.607757654052438 0.852727264564121
"ELSPBP1" 0.494359529877834 -2.42289128766135 3.99494776327764 -0.606488853229336 0.544190182059598 1 0 0 NA NA NA 1
"EMB" 3921.5211290698 0.307508587577387 0.119281878604656 2.57799919966538 0.00993742281238051 0.047597722675683 13.5996198637554 -0.654507288551489 0.401964822329767 -1.62827006790793 0.103467633331188 0.356308721295335
"EMC1" 3226.86599993047 -0.183919090193018 0.0730334389053901 -2.51828604745387 0.0117927505100302 0.0541040837843204 14.6309534525927 0.241692262286897 0.382196948056511 0.632376222562511 0.527141067285282 0.813429603589268
"EMC10" 7919.69298406895 0.0396368034525169 0.178064464150275 0.222598055382156 0.823848350061079 0.925437163968568 49.2797901299043 -0.61192073060112 0.217392044309685 -2.81482577959206 0.00488036836681269 0.0390066616678338
"EMC2" 1965.3197768217 -0.173182324968189 0.123541741141259 -1.40181224069175 0.160971322202725 0.360155082711794 28.396038527098 0.493894932819284 0.279066689051729 1.76980969852598 0.0767588476974026 0.294829341374444
"EMC3" 4162.14738397816 -0.147009963815003 0.11684378938706 -1.25817524907562 0.208328384087385 0.426125514949668 44.8739584162847 1.15515686422659 0.241409623536157 4.78504894422148 1.70945670917686e-06 5.25047417818608e-05
"EMC4" 4207.25949075673 -0.242803859912802 0.064186255038563 -3.78280146998645 0.000155073099124513 0.00160428506938315 77.6489582196657 0.294780533188682 0.17714904507726 1.66402552754444 0.096107328081448 0.339666995137172
"EMC6" 2510.68803721459 -0.246168248436961 0.125980180138927 -1.95402362629973 0.0506984231500508 0.163877151160903 82.4537772228841 0.429350713863706 0.17140114682129 2.50494656439706 0.01224698943966 0.0790721540398467
"EMC7" 2641.3148940867 -0.344170904537634 0.086978777916662 -3.95695263581881 7.5911975108129e-05 0.000869682402780865 51.5889076052216 0.778931116922381 0.212803506475491 3.6603302728571 0.000251890360857002 0.00363465956941312
"EMC8" 1374.21880898983 -0.185922884199955 0.0983599794909251 -1.8902289850224 0.0587273417507152 0.181292245643047 14.4947527789886 0.0686199763396297 0.384484890450079 0.178472491491936 0.858351922966783 0.953704245806463
"EMC9" 1833.9754156586 0.0534424961906557 0.0835935324806172 0.639313767521995 0.522618833900105 0.735805184230889 46.0822669738738 -0.0986514749257467 0.224067136748212 -0.44027641160338 0.659736922930332 0.874839296626318
"EMCN" 157.677876269891 0.261514391820196 0.575120577827531 0.454712284523089 0.649316241912076 0.824081960854245 0 0 NA NA NA 1
"EMD" 2516.97378683374 -0.147173918686917 0.158906446411874 -0.926167075094312 0.35435916027967 0.587915436520781 47.4043782332462 0.333140215805189 0.222248780740561 1.49895182639529 0.133886129895333 0.413387045392482
"EME1" 1356.29687678346 -0.42617487285452 0.119972642291737 -3.55226712285117 0.000381926922187795 0.00335179854147831 5.72711592894961 -1.48387584072953 0.653776084463195 -2.26970040047873 0.0232257671031654 1
"EME2" 4660.75269716839 0.17190290918959 0.0941705425856954 1.82544248413094 0.0679342831656874 0.201821326371228 2.37768871274658 0.477249255190736 0.954180648136782 0.500166562927739 0.616957800272929 1
"EMG1" 7638.65528664184 0.0135664606599787 0.0896346143228243 0.151352920548286 0.879697325500337 0.952980283927388 50.4642619064894 -0.124233647536359 0.216999773133256 -0.572505886723066 0.566979298890555 0.836884183117684
"EMID1" 120.811494195323 0.974261946574832 0.297518444994367 3.27462704570561 0.00105801552933377 0.00784541623372109 0.999799033862967 0.0192769371053175 1.4035278561527 0.0137346309307738 0.989041694562375 1
"EMILIN1" 111.193534962594 0.0816563066460795 0.303145618856288 0.26936330781937 0.787650119092504 0.904831955048 0.628242638397526 1.74062897565694 1.8548112955131 0.938439926405253 0.348018375582688 1
"EMILIN2" 11.9799310560482 0.421536727103892 0.975743901619415 0.432015743479697 0.665729970837912 0.835113310645033 0 0 NA NA NA 1
"EMILIN3" 102.389630581325 0.309469852025693 0.249278290985524 1.24146330914818 0.214434644256705 0.433232624632788 0 0 NA NA NA 1
"EML1" 1059.3814022138 -0.174944844249325 0.12555180753646 -1.39340761142384 0.163496565359574 0.364050814856361 8.51199093658173 0.360427485313033 0.507819297623561 0.709755393305696 0.477855834993519 0.782719132231768
"EML2" 717.484969167313 -0.117011985655399 0.155368056892225 -0.753127689152782 0.45137318692694 0.676790992496779 3.25446025155539 0.936171797394154 0.826255938135729 1.13302882821808 0.257202147297879 1
"EML3" 1463.919058594 0.328750580767232 0.14477169750602 2.27082079184408 0.0231578287573992 0.091972991847311 7.49410575549768 -0.0767269351654818 0.534811970022045 -0.143465254082326 0.885922750571548 1
"EML4" 2538.6117285891 0.490792837701078 0.203771838065717 2.40854105434724 0.0160164247884497 0.0691039349918709 8.72775085524608 -1.10672603047046 0.512686439999549 -2.15868012906961 0.0308749914331197 0.155897171033771
"EML5" 1103.99812412063 -0.0682819728216508 0.131874255053546 -0.517780917844243 0.604611133566865 0.795689873756762 1.24921808245374 -0.566868992385707 1.287448955087 -0.440304052557487 0.659716905980214 1
"EML6" 163.626500589868 0.198547066471857 0.212696653566497 0.933475271672688 0.350574632281164 0.583310957738054 0 0 NA NA NA 1
"EMP1" 15.91582787993 -0.980935021176245 0.964231034956974 -1.01732363470339 0.308999496789918 0.542622364385143 0 0 NA NA NA 1
"EMP2" 1685.46690478369 -0.578431758287847 0.0821728173373735 -7.03921049600873 1.93332120186974e-12 1.02765460652921e-10 13.7266701026718 -0.511567619053423 0.400278053367152 -1.27803064582257 0.201238620895814 0.526534706215259
"EMP3" 45.1371350041297 0.810944383127445 0.381240177071018 2.12712203985883 0.0334099444702104 0.122008511068982 1.24840566824486 -0.566033764643471 1.28750331406632 -0.439636743812151 0.660200223815899 1
"EMX1" 21.8279653143001 1.14776292593369 0.676802783963196 1.69586023156209 0.0899123525560627 0.245706475645242 0.25243195964081 1.46195452248352 3.19317971079205 0.457836593894958 0.647069843111018 1
"EMX2" 0.167321196417648 0.975151973969415 4.0804728567969 0.238980139849501 0.811120982713875 1 0 0 NA NA NA 1
"EN1" 0 0 NA NA NA 1 0 0 NA NA NA 1
"EN2" 186.768105656693 0.114115150780665 0.250743592351945 0.455106946942408 0.649032300469775 0.824081960854245 0.999799033862967 0.0192769371053175 1.4035278561527 0.0137346309307738 0.989041694562375 1
"ENAH" 10906.4394040511 0.292038662499058 0.171413598565868 1.70370766930045 0.0884357146304428 0.242975048184963 34.8719942886813 0.174309738313399 0.250797061393506 0.695023049093479 0.487040857047279 0.789493726413544
"ENAM" 0.995341857642946 -2.20426380223273 3.02622972712439 -0.728386144143552 0.466377242664265 1 0 0 NA NA NA 1
"ENC1" 1931.52069337189 0.507060020763614 0.203186673291025 2.49553778577471 0.0125766359758368 0.0568089705723993 6.77313416439428 1.53419474927478 0.602908415046869 2.54465638724832 0.0109385318143523 1
"ENDOD1" 11480.8901290255 -1.35569838553074 0.319955431192306 -4.23714759420949 2.26377333827454e-05 0.000307557570493461 28.1856643138294 -0.848731375225235 0.284725071918824 -2.98088036120406 0.00287421056870659 0.0259281932421783
"ENDOG" 3932.66861001848 -0.19552679885997 0.120102971139278 -1.62799302136519 0.103526365523982 0.270680810289352 56.8043382688247 0.63857175555162 0.210052361566521 3.04005987263986 0.00236531122299947 0.02233712648367
"ENDOU" 37.0864597052786 -0.311582184393319 0.489698715275126 -0.636273232242939 0.524598348618911 0.737342782197895 0 0 NA NA NA 1
"ENDOV" 471.27609910862 0.186173504523716 0.223404923174009 0.833345576626825 0.404649858902842 0.635516048796177 2.75020951579778 0.0197251902487213 0.868044723672453 0.0227237027203732 0.981870668678959 1
"ENG" 160.200138762351 0.234380114474055 0.344122369951404 0.681095258373215 0.495811217167215 0.713263967848624 0 0 NA NA NA 1
"ENGASE" 2106.76080420246 -0.0295380687799571 0.102521704448071 -0.288115272165796 0.77325850257938 0.896550527337006 5.12743703839723 0.372210504048541 0.643573131387316 0.578349974378494 0.563027860995005 1
"ENHO" 106.585660965435 0.728000570716061 0.44408446168884 1.63932907705777 0.101144743480549 0.2662618084588 1.12560971261968 0.341213215176591 1.34031025065895 0.25457778526191 0.799049218768587 1
"ENKD1" 711.227559297382 -0.360464051431431 0.170021709577159 -2.12010602838837 0.0339971046914252 0.123353778847054 5.4902586874663 -0.511629738361416 0.622995072558119 -0.821242030471575 0.411508420106544 1
"ENKUR" 1675.2533141604 -0.392449580573903 0.147477872014973 -2.66107433753897 0.00778917581381447 0.0392617236822123 0 0 NA NA NA 1
"ENO1" 59010.7136772388 -0.10557785309947 0.141506678202489 -0.746098024775862 0.455608202438553 0.680095186450211 1242.94301616836 0.0621819765004363 0.0887477801306321 0.700659514062297 0.483515527813556 0.786948058137127
"ENO2" 1185.59623085576 0.305197663007519 0.306099358374262 0.997054239605295 0.318738183115812 0.552733443599394 5.25196439059055 0.296443315697241 0.651692834035434 0.454881963119949 0.649194159725868 1
"ENO3" 13215.8732430054 0.0485693498191117 0.125716505130485 0.386340280209826 0.699244672511506 0.856199150309403 5.37422489666232 0.0861027996946827 0.623780515455558 0.138033807663582 0.890213698630244 1
"ENO4" 4777.33098106448 0.107419176708709 0.133237829116146 0.806221306826223 0.420115255329975 0.648895366000813 0.372949761083552 -0.70006256548512 2.54611987158126 -0.274952712674266 0.783352568347445 1
"ENOPH1" 4654.64914101903 -0.293272662835317 0.135971826864079 -2.15686344442867 0.0310163059611455 0.114861464276004 40.9581012584552 -0.245487127272427 0.232692265974982 -1.05498619064039 0.291431640517715 0.633617575521594
"ENOSF1" 6244.83300024714 -0.219834502358097 0.0764734435099167 -2.87465154265729 0.00404473615806953 0.0232028523718909 15.0073433473065 0.308754559450942 0.37983554286358 0.812863791322006 0.416296156413982 0.742060182392593
"ENOX1" 465.84710483805 0.0590391518124187 0.167034318632968 0.35345521983508 0.72374719433083 0.870668936118284 6.00362943787831 0.628705712054457 0.60103033605051 1.04604655429842 0.295539538995988 1
"ENOX2" 658.702074806944 0.33051680270057 0.197814820276656 1.67083943578304 0.0947533968235042 0.254876789172374 5.85659812750687 -1.36825723519642 0.637279172627206 -2.14702958133048 0.0317909266740228 1
"ENPEP" 1.82803267336204 -0.791581534050651 1.67900497110636 -0.471458719701733 0.637313191872672 1 0 0 NA NA NA 1
"ENPP1" 417.046625495405 0.0588189705706585 0.339846953908511 0.173074879424969 0.862592570266554 0.944038052464339 1.99959806772593 0.0192779953192275 1.00625904321532 0.0191580840432778 0.984714995547786 1
"ENPP2" 3.6631520020132 -0.517123035882881 1.4343187860409 -0.360535636091247 0.718446612170204 1 0 0 NA NA NA 1
"ENPP3" 490.410510624532 0.192788798378935 0.129268280621745 1.49138518321489 0.135860395923207 0.322773223542463 0.247949761083552 0.0192689427551938 3.21458810572672 0.00599421827041124 0.99521733442869 1
"ENPP4" 847.339565408432 -0.134182821126386 0.189454630077014 -0.708258336425136 0.478784845096404 0.699932989122783 2.63027266576427 0.720506249753826 0.898911021838163 0.801532334402218 0.422823532794866 1
"ENPP5" 816.425933057316 1.97461890026573 0.226602809693358 8.71400889926218 2.93313338460685e-18 3.21565116269364e-16 3.2585153041618 0.936989704574765 0.822089174375391 1.13976650439008 0.254383591981798 1
"ENPP6" 6.30077298154462 -1.47334026486307 1.25948410292635 -1.16979663454254 0.242082818346956 0.467612705325949 0 0 NA NA NA 1
"ENPP7" 2.1686600056058 4.56902321214203 2.29973841781827 1.98675778807774 0.046949244483661 1 0 0 NA NA NA 1
"ENSA" 11003.8442223443 0.0159502181710915 0.0931851244229024 0.171166999774605 0.864092454887777 0.944631783485446 76.1037427021476 0.0807997432391335 0.17600389389489 0.459079293367152 0.646177225716408 0.8685567171581
"ENTHD1" 513.25176242009 -0.301419631339887 0.242615422172703 -1.24237622093671 0.214097784876602 0.432829008816356 0 0 NA NA NA 1
"ENTPD1" 1224.45662762709 -0.292128285400074 0.118163731672136 -2.47223307241709 0.013427194418906 0.0598316931036826 0.999799033862967 0.0192769371053175 1.4035278561527 0.0137346309307738 0.989041694562375 1
"ENTPD2" 301.335194794417 0.72272049092052 0.197756392609283 3.65459989123301 0.000257583362150392 0.00242484707112 4.50162809509268 0.179455341435856 0.684176746398375 0.262293833253673 0.793094915995421 1
"ENTPD3" 78.4666022706806 1.0513187868733 0.536493379626897 1.95961185505111 0.0500411746712174 0.162393796093778 0.503242638397526 2.46197643797513 2.05480825899146 1.19815385557362 0.230857125829815 1
"ENTPD4" 3220.90346114778 -0.232065193743918 0.107657150468984 -2.15559480009436 0.0311153189492262 0.115147102731231 18.1346791735085 0.399515757863844 0.34615038694211 1.15416816775264 0.248431230370225 0.586737984579989
"ENTPD5" 3427.1227217592 -0.0887899228793543 0.0898854526497631 -0.987811934655572 0.323244761468468 0.557056300811484 12.1402133634295 0.59162087772261 0.424412412083931 1.39397637976151 0.16332473749599 0.468614126712248
"ENTPD6" 4533.00813768945 -0.235478759379847 0.121781933461139 -1.93360995910768 0.0531611018582056 0.169409429760899 43.0348129500843 0.492764074823486 0.228933302924621 2.15243509148048 0.0313631023695974 0.157912805300195
"ENTPD7" 843.19610135676 -0.296535826799677 0.161686052716845 -1.83402230320379 0.0666506835140189 0.198868709248879 2.3740171163167 -0.133902386360839 0.934294911098083 -0.143319186233672 0.886038103827698 1
"ENTPD8" 28.636330741504 0.382504743640263 0.5070819641846 0.754325278074797 0.450653927291823 0.676088181322243 0 0 NA NA NA 1
"ENY2" 2673.14912577751 -0.309072032599536 0.137664145092648 -2.24511642004918 0.0247606597606221 0.0971171517120351 37.9760233917344 -0.133065506360885 0.241729751850638 -0.550472191950557 0.581995544984926 0.84014227785976
"EOGT" 795.604549833802 0.208348711773727 0.105278486852684 1.97902456619907 0.0478132404492345 0.15750828517108 2.37401538086454 -0.44030163301517 0.947275396041328 -0.464808475819381 0.642068617501362 1
"EOMES" 2.83652588355996 1.71156290108392 1.51149642491653 1.13236318185697 0.257481777234155 1 0 0 NA NA NA 1
"EP300" 4796.68236229824 0.347878210903361 0.0732368579602769 4.75004281439882 2.03373585826508e-06 3.64979927740896e-05 8.8673174760435 -0.431356818116213 0.492688117455101 -0.875516991041546 0.381292669339456 0.718013472944005
"EP400" 3862.79370765588 -0.00792960537070924 0.0921586368025442 -0.0860429976595566 0.931432236755385 0.974813946564075 4.99899516931483 -0.270218019741854 0.651308303609705 -0.414884960385492 0.678226120103273 1
"EPAS1" 166.07647724217 0.419735582518907 0.620160669626655 0.676817481462657 0.498521765148245 0.715924961920799 1.37193638073764 -0.243490642558376 1.22674493140469 -0.198485142530457 0.842665508050869 1
"EPB41" 6044.02909558591 0.184232727819241 0.082942267219953 2.22121644360984 0.0263363049813743 0.10177998696229 13.3494696058307 -0.554832383464145 0.404095980798882 -1.3730212865945 0.169745729270034 0.479327361775175
"EPB41L1" 2108.78939091207 0.346284579044371 0.0854623606996321 4.05189578440771 5.08042953083141e-05 0.000623878200427086 21.8770013696323 0.233781687037227 0.318538127568093 0.733920579059258 0.462997143991104 0.772411159748998
"EPB41L2" 923.427817262228 0.306385945699606 0.449448880062892 0.681692533435021 0.495433389733797 0.7128645499022 3.62110730251272 -0.0799784054325929 0.762245290940375 -0.104924761599936 0.916435510500621 1
"EPB41L3" 3.66712151942862 -0.256750375941635 1.94996364228083 -0.131669314429535 0.895245857696093 1 0 0 NA NA NA 1
"EPB41L4A" 1061.22677890022 -0.123195129734409 0.120448801769323 -1.02280079108089 0.306402043928921 0.539320890568165 0 0 NA NA NA 1
"EPB41L4B" 3723.39257504653 -0.324709837773953 0.078511257138766 -4.13583796270182 3.53661690213991e-05 0.000456895016645522 20.4197856439402 1.03294385194484 0.33711417687396 3.06407716674292 0.00218342582691129 0.0210195471396684
"EPB41L5" 1753.6290112265 0.0048626886661238 0.130757072898722 0.0371887237785615 0.970334529515442 0.989322605105935 23.792363892783 0.797130373674231 0.309552928798203 2.57510202461654 0.0100210522440025 0.0678046109649047
"EPB42" 3.33106864643019 0.91366215449805 1.90916375440423 0.478566677368734 0.632246928999471 1 0 0 NA NA NA 1
"EPC1" 1791.20703280171 0.22484103828384 0.103029871569806 2.18228980448163 0.0290881509957102 0.109768141456686 6.74623719928907 -0.19504995150504 0.56520715665675 -0.345094624524532 0.730023234520159 1
"EPC2" 1025.08194986758 0.00622308465545065 0.111447043571561 0.0558389388898839 0.955470114571061 0.984303566354984 4.87164086701529 -0.204143774100963 0.663997814779174 -0.30744645472795 0.758503573451645 1
"EPCAM" 3362.77034463202 0.177023203361072 0.12234125068306 1.44696251160349 0.147907423437586 0.341027383351711 58.9997800238162 0.215281133266475 0.199816362678306 1.07739491591621 0.28130387447791 0.622014755867457
"EPDR1" 184.330713562804 0.049098572146563 0.226666815373454 0.216611205595617 0.828511352266419 0.928154710799512 3.25144734050535 0.239999549348344 0.809349577110236 0.296533854018009 0.766822417105994 1
"EPG5" 1675.78700427388 0.0964784063664532 0.117501058413137 0.821085423990243 0.411597611975843 0.641728603645281 2.37196687740025 -0.440130293768082 0.935866226301148 -0.470291887236515 0.638146492845854 1
"EPGN" 0.330550988212328 -1.84193172428338 4.03796149622095 -0.456153860309764 0.648279341646627 1 0 0 NA NA NA 1
"EPHA1" 1025.67276794271 0.715883069521893 0.138310602168034 5.17590884791436 2.26804175017888e-07 4.9868489011245e-06 3.99919613545187 0.0192783722425658 0.718324255910099 0.0268379803187079 0.978588960205343 1
"EPHA10" 597.569009406701 0.534037904473725 0.437298045933867 1.221221794699 0.222002054382682 0.44246262246426 0.999799033862967 0.0192769371053175 1.4035278561527 0.0137346309307738 0.989041694562375 1
"EPHA2" 660.280442109197 0.0782593044781342 0.303500156875731 0.257855894651737 0.79651812495896 0.910149944899183 2.24820470210782 -0.302854231425041 0.958377789588851 -0.316007147405792 0.751997083073287 1
"EPHA3" 3611.73496149311 -0.031359915467345 1.13676728914745 -0.0275869263364044 0.977991608970411 0.992195458570521 1.49554301511953 -1.56468133954196 1.28336888207095 -1.21919844044922 0.222768883741731 1
"EPHA4" 1.49466344868851 -4.01823810199685 3.29905890714026 -1.2179952571626 0.223225775083744 1 0 0 NA NA NA 1
"EPHA5" 531.280862860549 -0.182277215284232 0.135931389207021 -1.34095013923993 0.179936641662259 0.387433137196137 0 0 NA NA NA 1
"EPHA6" 2705.62509067916 4.33460276691453e-05 0.124519538323047 0.000348106234996556 0.999722251415187 0.999845893681112 5.4780026791941 -1.74510111452568 0.697474964951052 -2.50202688586557 0.0123484546946065 1
"EPHA7" 889.22016523594 0.708195434556531 0.459340452087335 1.54176587613468 0.123130497130282 0.302443529117417 14.3342730608639 -1.23342522844056 0.406950015239793 -3.0309010498839 0.00243825138970066 0.0227923499472018
"EPHA8" 16.1762647499243 1.38980779027811 0.822581453923262 1.68956859366265 0.0911105186307723 0.247993406486897 0 0 NA NA NA 1
"EPHB1" 14.4983578954569 1.57758446628929 0.674151332041831 2.34010435240288 0.0192783525051423 0.0801784573026519 0 0 NA NA NA 1
"EPHB2" 469.512873258811 0.462078531930438 0.175273177764287 2.63633339581403 0.00838073437805781 0.0416451538011957 3.74919613545187 0.019920727730191 0.74477087927341 0.0267474578888281 0.978661160735306 1
"EPHB3" 784.520252949784 0.961112476398094 0.233425755131285 4.11742258628462 3.83133163237804e-05 0.000488572152506883 3.49595349705434 -0.187173752304736 0.771462381556246 -0.242622008252893 0.808298230431264 1
"EPHB4" 4909.07484772372 0.075786357308219 0.166337137501892 0.455618982305481 0.648663990602287 0.823888014416857 13.1006296965676 -0.56581481674025 0.4089689997898 -1.38351517359767 0.166506958015145 0.47499773516041
"EPHB6" 43.3571889723359 -0.394778088057355 0.629316864970547 -0.62731210624052 0.530454669307513 0.741839057000778 0 0 NA NA NA 1
"EPHX1" 9850.64798774582 0.227908862264325 0.0986326245993403 2.31068435206022 0.0208502961836507 0.0851432037897812 399.498893536849 1.38297049975329 0.0957106830679143 14.4494893926519 2.52551138742522e-47 2.71492474148211e-44
"EPHX2" 2394.82491631485 -0.164677990386561 0.0957595313813162 -1.71970338629593 0.085486371984679 0.237259197152607 31.0324924829036 0.560895953767596 0.271970809225054 2.06233880527766 0.0391754909780493 0.184304826264346
"EPHX3" 8.81039063308823 0.181938746467657 1.04991308516551 0.173289340840033 0.862424001721457 0.944038052464339 0 0 NA NA NA 1
"EPHX4" 296.930416311594 -0.270814800065218 1.08206513693782 -0.250275876026843 0.802374011066243 0.913119571148541 0.999799033862967 0.0192769371053175 1.4035278561527 0.0137346309307738 0.989041694562375 1
"EPM2A" 408.892935520808 0.138768028971634 0.159410016938205 0.870510094892138 0.384021704888016 0.615349048380134 1.99959806772593 0.0192779953192275 1.00625904321532 0.0191580840432778 0.984714995547786 1
"EPM2AIP1" 3501.91954595987 -0.00172205001994758 0.149490800933665 -0.011519438046972 0.990809021503552 0.995792600627845 4.99598225826479 -0.125669364851532 0.646550609162437 -0.194368952825407 0.845886998364093 1
"EPN1" 10951.2901239217 0.0519075362830889 0.17242059928205 0.301051826169431 0.76337497496986 0.891243952806477 68.4782305983707 0.0611852447350167 0.185587188982351 0.329684635402475 0.741638264431224 0.911793021594327
"EPN2" 3051.43110754462 -0.23784581246318 0.107423212745702 -2.21410071793534 0.0268218512675672 0.103176551160108 13.9890309436422 -0.187023835887362 0.390388180000279 -0.479071461352207 0.631887791482473 0.865184218511489
"EPN3" 4663.45107808162 0.135366233948826 0.108070141948155 1.25257755295414 0.210359488217061 0.428591038541221 31.1366614055097 0.263269830811464 0.272023182992717 0.967821300798883 0.333133623776005 0.675668185824592
"EPO" 4.3285584904329 0.237665157823855 1.52862570437759 0.155476358367679 0.876445790582089 1 0 0 NA NA NA 1
"EPOR" 763.548493121706 0.604749283477532 0.142541829584144 4.24260924138443 2.20935935653134e-05 0.000300941813300778 4.62662809509268 0.411123520169801 0.678683096781448 0.605766553078295 0.544669782821372 1
"EPPIN" 1.16504433693311 1.33959673963545 2.31855053204361 0.577773363625896 0.563417140818202 1 0 0 NA NA NA 1
"EPPIN-WFDC6" 1.16504433693311 1.33959673963545 2.31855053204361 0.577773363625896 0.563417140818202 1 0 0 NA NA NA 1
"EPPK1" 30182.0666952828 0.183782429852521 0.254686413265932 0.721602803603909 0.470538714963945 0.692882631576887 10.5085001713685 0.294788818797574 0.453697074243754 0.649748115058806 0.515854938677733 0.807293259409541
"EPS15" 3030.83241836008 -0.0595590081455524 0.124452742443497 -0.478567261565915 0.63224651331186 0.814005182771846 18.7438237935632 -0.211991282151815 0.34019747087914 -0.623141852301212 0.533191308919805 0.815915526105039
"EPS15L1" 3419.25111906411 -0.131662632202296 0.103896875100631 -1.26724342839736 0.205068261641776 0.421373505992284 17.8590958783706 -0.3666624112775 0.349312157704267 -1.04966976725706 0.29386996829478 0.635847465783741
"EPS8" 503.974976507414 0.0695952436568852 0.180699931999842 0.385142611215515 0.700131759286195 0.856406175058184 1.61930519041196 -1.1497791206022 1.1704845087222 -0.982310412512334 0.325946946345181 1
"EPS8L1" 104.066811477867 0.576976693950221 0.36779933393516 1.56872685922791 0.116711597317029 0.292218291093784 0.125 0.740601044466095 3.5338115409304 0.209575704841098 0.833998843257829 1
"EPS8L2" 6166.72225017714 -0.0684131926698014 0.102219889506845 -0.669274766387027 0.503320220262934 0.719803996493427 31.889320465358 0.257514834207613 0.263027276465376 0.979042317086499 0.327559070952185 0.671897852717259
"EPS8L3" 2.16370890166332 0.692464352545102 1.39595460822868 0.496050765879677 0.619858594307626 1 0 0 NA NA NA 1
"EPSTI1" 25.3954571025854 -1.43717373516812 0.548021591735503 -2.62247648056495 0.00872932926951903 0.0430118355736257 0.125 -0.702071475933179 3.5338115409304 -0.198672585620775 0.842518870024509 1
"EPX" 33.4207721432841 -0.202244346233359 0.458030381408361 -0.441552251646482 0.658813242675891 0.829928965692074 0 0 NA NA NA 1
"EPYC" 0.501963589252944 2.45750268685499 3.99447521926252 0.615225418098528 0.538405863782429 1 0 0 NA NA NA 1
"EQTN" 0.330550988212328 -1.84193172428338 4.03796149622095 -0.456153860309764 0.648279341646627 1 0 0 NA NA NA 1
"ERAL1" 3746.15587663102 -0.352872101368255 0.105805996861693 -3.33508602380562 0.00085273015558029 0.00659904459124805 44.9913112954289 0.163525423636386 0.222684611622531 0.734336434138412 0.46274371766751 0.772411159748998
"ERAP1" 1992.39191630301 0.299598149145863 0.0768902343881463 3.89643953526627 9.76171637490579e-05 0.00108070277987824 1.9990171163167 -0.342873327121825 1.02030488353778 -0.33604987357598 0.736833257464892 1
"ERAP2" 107.593161163606 -0.178453560651878 0.220591090529907 -0.808979003744866 0.418527223489406 0.647716030336659 0 0 NA NA NA 1
"ERAS" 0.996147099257678 -0.981129826445712 3.92874388585227 -0.249731174887434 0.802795247817686 1 0 0 NA NA NA 1
"ERBB2" 11739.4453284455 0.568438043270017 0.109780703474937 5.17794134376078 2.2434773920896e-07 4.94661698169253e-06 53.2660078035632 1.38189369664917 0.21949130885062 6.29589255212674 3.05636036958463e-10 2.26592234296792e-08
"ERBB3" 6009.67428167585 0.697071137261788 0.192279671293822 3.62529815331645 0.000288628259763856 0.00267247761694545 47.2941355350678 0.527914761397702 0.223719989772008 2.35971207550875 0.0182891237723984 0.107143368148928
"ERBB4" 55.2056473568244 -0.47767611536911 0.368113173105496 -1.29763385357637 0.194413183317339 0.407699096400475 0 0 NA NA NA 1
"ERC1" 2014.48639835704 0.208759141865707 0.073316053471439 2.8473865133375 0.00440798075761465 0.0248265402142214 4.62376544196735 -0.214839230436797 0.674711991712462 -0.318416202877203 0.750169249261052 1
"ERC2" 23.9900140059916 0.580531985092411 0.533507206859396 1.0881427235254 0.276532105414247 0.507924647838826 0 0 NA NA NA 1
"ERCC1" 2476.9287166506 -0.00631159835823367 0.0773737362715685 -0.0815728781156573 0.934986369526534 0.976373013505647 21.1168007300037 0.138889150929582 0.324088461533115 0.428553211282377 0.668248401727924 0.878510543900994
"ERCC2" 1526.95104774681 -0.004352158317548 0.109354302615889 -0.0397986929955111 0.968253618245864 0.988909019560624 12.511769758895 0.484829247973519 0.415177973646029 1.16776245068067 0.242902598228932 0.580395215176423
"ERCC3" 2791.38307176009 0.141200993859529 0.0717108343793829 1.96903292342844 0.0489493104911523 0.159947476733468 18.1092497604583 -0.240411161335067 0.344572847319453 -0.697707794462928 0.485359952648229 0.788393880742822
"ERCC4" 1232.17468948372 0.163396870447611 0.0878896597743857 1.85911369855173 0.0630110239860499 0.191225497052628 1.99959806772593 0.0192779953192275 1.00625904321532 0.0191580840432778 0.984714995547786 1
"ERCC5" 1393.58925750384 0.0577547348900615 0.129055944375801 0.447517045180687 0.654501783627609 0.827403880375485 4.38030142697472 0.603581839467096 0.698569767075893 0.864025138095508 0.387574081364264 1
"ERCC6" 1570.08004929681 -0.306351922617818 0.116454770389654 -2.63065155332644 0.00852213627446645 0.042241433395605 4.00390979680877 0.38190672323608 0.729586625272965 0.523456310747466 0.600656746575769 1
"ERCC6L" 724.451575730466 -0.696899073698145 0.257018595634547 -2.71147335459361 0.00669849245177961 0.0347515939323841 2.74232913793245 -1.08184258179917 0.905538666414623 -1.19469507147895 0.232206188757145 1
"ERCC6L2" 1695.2587615154 0.11447249121829 0.115348028229479 0.99240960574162 0.320997755046908 0.554889148368533 5.4984142179056 -0.112708934732105 0.61913879862929 -0.182041466278049 0.855550184166785 1
"ERCC8" 778.655192911603 -0.164807290460409 0.140037369871006 -1.17688078983646 0.239243090526243 0.463825453780892 2.74997805299813 0.0198467378895492 0.868034489267903 0.0228639969205461 0.981758759178366 1
