"baseMean.AR" "log2FoldChange.AR" "lfcSE.AR" "stat.AR" "pvalue.AR" "padj.AR" "baseMean.HOX" "log2FoldChange.HOX" "lfcSE.HOX" "stat.HOX" "pvalue.HOX" "padj.HOX"
"ACAT2" 3944.6775505304 -0.450748816401102 0.120121628620415 -3.75243677244396 0.000175124008584383 0.00177793101191103 37.7039957018659 -0.326595153381827 0.243187867336458 -1.34297470083066 0.17928016596564 0.4912307011378
"ACBD3" 2901.96959260012 0.0322077705742539 0.118329691478023 0.272186719765392 0.785478452584073 0.903765160394859 15.7535484420808 0.202723478653139 0.371648491361479 0.545471011897538 0.585429612335213 0.842485180553127
"ACBD4" 765.804895504853 0.668592754700022 0.183248105998365 3.64856570308011 0.000263708464698762 0.00247365747605428 2.87497805299813 -0.106126361875884 0.853698592958735 -0.124313619292816 0.901066964311568 1
"ACBD5" 2196.16399094699 -0.157370589457171 0.113711488827036 -1.38394625802978 0.166374911100083 0.367865647274091 14.0209167226783 0.647224418660558 0.39515162578618 1.63791409784248 0.101439614652478 0.35195562910623
"ACBD6" 2172.51901065325 0.0926427994272039 0.0746509307147291 1.24101332080144 0.214600827999571 0.433346542802408 19.9862798607944 -0.0526343328050661 0.333872305296539 -0.157648094705901 0.87473410330852 0.957428673032304
"ACBD7" 372.458649013223 -0.0340494736696519 0.134881332594966 -0.2524402229321 0.800700813199646 0.912094507194805 2.3658615858774 -1.4666501003253 1.00733933303914 -1.45596429348233 0.145402490597345 1
"ACCS" 0 0 NA NA NA 1 0 0 NA NA NA 1
"ACCSL" 0 0 NA NA NA 1 0 0 NA NA NA 1
"ACD" 687.738714959437 -0.179739106584212 0.148988940710255 -1.20639227131468 0.227666274650554 0.450015978047967 6.60492787386262 -1.32148386199978 0.598056839593165 -2.2096292099907 0.0271309063617004 1
"ACE" 2.99301566451031 0.339335846581374 1.50733884933908 0.225122471121979 0.821884000197815 1 0 0 NA NA NA 1
"ACE2" 38.105308779606 -2.32183879825272 0.496448682759471 -4.67689587843594 2.91250044565243e-06 5.04716185900273e-05 0 0 NA NA NA 1
"ACER1" 25.812856912008 0.142669122751917 0.513511734776444 0.27783030667065 0.781142625349417 0.901423366075244 0 0 NA NA NA 1
"ACER2" 689.256349000231 0.16334604287618 0.142750343319294 1.1442777584837 0.252508464185034 0.480611472968495 2.9935232728657 -0.718116207413585 0.847032090676068 -0.847802834530641 0.396547784241982 1
"ACER3" 1785.47462164641 0.424130063598369 0.179260842544924 2.36599392023988 0.0179817397044043 0.0755797989119889 6.50875350454069 0.243057090351309 0.581595935944589 0.417914010964591 0.676009988187931 1
"ACHE" 21.4303597710763 -0.367595484722628 0.537876860900869 -0.683419405897025 0.494341861021393 0.712254719352445 0 0 NA NA NA 1
"ACIN1" 11405.3603017038 -0.025030842500823 0.0923311127239616 -0.271098676950387 0.786315139129418 0.904150587118578 28.7055711258781 -0.540032734639193 0.280753278684253 -1.92351354602179 0.0544155869480974 0.231670320670118
"ACKR2" 86.2606676436175 -0.01070008631188 0.406334453816931 -0.0263331996865342 0.978991574566303 0.992401288531663 0 0 NA NA NA 1
